No '-XX:...' jvm parameters are set. Adding safer GC settings '-XX:ParallelGCThreads=8 -XX:+UseConcMarkSweepGC -XX:CMSInitiatingOccupancyFraction=70 -XX:+CMSParallelRemarkEnabled' to the OZONE_OPTS
OpenJDK 64-Bit Server VM warning: Option UseConcMarkSweepGC was deprecated in version 9.0 and will likely be removed in a future release.
2022-07-21 17:56:41 INFO  StorageContainerManagerStarter:112 - STARTUP_MSG: 
2022-07-21 17:56:55 INFO  SegmentedRaftLogWorker:246 - 2f456372-f613-43ca-9d6a-a4b587992259@group-DCB925107C9F-SegmentedRaftLogWorker close()
2022-07-21 17:56:55 INFO  GrpcService:269 - 2f456372-f613-43ca-9d6a-a4b587992259: shutdown server with port 9894 now
2022-07-21 17:56:55 INFO  GrpcService:278 - 2f456372-f613-43ca-9d6a-a4b587992259: shutdown server with port 9894 successfully
2022-07-21 17:56:55 INFO  JvmPauseMonitor:109 - JvmPauseMonitor-2f456372-f613-43ca-9d6a-a4b587992259: Stopped
2022-07-21 17:56:55 WARN  ServerUtils:148 - ozone.scm.db.dirs is not configured. We recommend adding this setting. Falling back to ozone.metadata.dirs instead.
2022-07-21 17:56:55 INFO  StorageContainerManager:1232 - SCM initialization succeeded. Current cluster id for sd=/data/metadata/scm; cid=CID-919fd56f-d55b-4a34-895d-dcb925107c9f; layoutVersion=4; scmId=2f456372-f613-43ca-9d6a-a4b587992259
2022-07-21 17:56:55 INFO  StorageContainerManagerStarter:124 - SHUTDOWN_MSG: 
/************************************************************
SHUTDOWN_MSG: Shutting down StorageContainerManager at scm-0/10.42.0.18
************************************************************/
